DBN,Year,Mean_Scale_Score_e,Mean_Scale_Score_m,Total Enrollment,% Asian,% Black,% Hispanic,% Multi-Racial,% Native American,%_White,% Missing Race/Ethnicity Data,% SWD,% ELL,% Poverty,ENI,p_tested_e,p_tested_m,% POC
17K340,2018,602.7677002,600.1658325,224,0.008928571827709675,0.78125,0.1696428507566452,0.004464285913854837,0.01785714365541935,0.008928571827709675,0.008928571827709675,0.2142857164144516,0.004464285913854837,0.8125,0.7639642953872681,0.8839285714285714,0.8883928571428571,0.9910714281722903
17K340,2019,600.1912842,602.9780273,204,0.0049019609577953815,0.7401960492134094,0.19117647409439087,0.009803921915590763,0.029411764815449715,0.014705882407724857,0.009803921915590763,0.21568627655506134,0.02450980432331562,0.8333333134651184,0.762426495552063,0.8970588235294118,0.8921568627450981,0.9852941175922751
17K340,2022,605.3795166,596.8734741,182,0.016483517363667488,0.5879120826721191,0.34065935015678406,0.010989011265337467,0.005494505632668734,0.03846153989434242,0,0.28021979331970215,0.049450550228357315,0.8351648449897766,0.8019835352897644,0.9120879120879121,0.9120879120879121,0.9615384601056576
17K352,2018,588.1643066,593.7567749,167,0.08982036262750626,0.6107784509658813,0.257485032081604,0,0,0.041916169226169586,0,0.299401193857193,0.2215568870306015,0.95,0.8957245349884033,0.8383233532934131,0.8862275449101796,0.9580838307738304
17K352,2019,593.375,590.3515625,133,0.060150377452373505,0.6842105388641357,0.17293232679367065,0.007518797181546688,0,0.07518796622753143,0,0.308270663022995,0.2030075192451477,0.9398496150970459,0.87021803855896,0.9022556390977443,0.9624060150375939,0.9248120337724686
17K352,2022,599.6635742,590.5233765,119,0.016806723549962044,0.7058823704719543,0.19327731430530548,0.008403361774981022,0.008403361774981022,0.06722689419984818,0,0.3361344635486603,0.20168067514896393,0.8739495873451233,0.8599075675010681,0.8991596638655462,0.8991596638655462,0.9327731058001518
17K353,2018,595.9133911,588.7752075,146,0.02054794505238533,0.7808219194412231,0.1780821979045868,0,0.006849315017461777,0.013698630034923553,0,0.3767123222351074,0.06849315017461777,0.95,0.8825753331184387,0.8698630136986302,0.8835616438356164,0.9863013699650764
17K353,2019,590.3510132,584.4832153,173,0.04624277353286743,0.676300585269928,0.20809248089790344,0,0.023121386766433716,0.04624277353286743,0,0.3641618490219116,0.13294798135757446,0.884393036365509,0.8629306554794312,0.8728323699421965,0.861271676300578,0.9537572264671326
17K353,2022,599.9255981,587.2348022,132,0.05303030461072922,0.6666666865348816,0.22727273404598236,0.007575757801532745,0.01515151560306549,0.03030303120613098,0,0.280303031206131,0.09090909361839294,0.9015151262283325,0.8286212086677551,0.9166666666666666,0.8712121212121212,0.969696968793869
17K354,2018,603.4840088,602.7869263,254,0.027559055015444756,0.8110235929489136,0.14960630238056183,0,0.011811023578047752,0,0,0.25196850299835205,0.07480315119028091,0.9409449100494385,0.823610246181488,0.8622047244094488,0.905511811023622,1
17K354,2019,606.68573,606.166687,297,0.020202020183205605,0.81144779920578,0.14141413569450378,0.003367003286257386,0.016835017129778862,0.003367003286257386,0.003367003286257386,0.21548821032047272,0.04377104341983795,0.8451178669929504,0.7779425978660583,0.9427609427609428,0.9494949494949495,0.9966329967137426
17K354,2022,604.7316284,597.9388428,264,0.01515151560306549,0.7840909361839294,0.17424242198467255,0.011363636702299118,0.0037878789007663727,0.007575757801532745,0.0037878789007663727,0.24621212482452393,0.07196969538927078,0.8787878751754761,0.8026363849639893,0.875,0.8674242424242424,0.9924242421984673
17K375,2018,594.755188,590.8377075,387,0.03617570921778679,0.6459948420524597,0.2661498785018921,0.005167958792299032,0.01550387591123581,0.03100775182247162,0,0.24547803401947021,0.237726092338562,0.9276486039161682,0.8563048839569092,0.49612403100775193,0.4935400516795866,0.9689922481775284
17K375,2019,590.4417114,586.9940796,339,0.023598819971084595,0.6932153105735779,0.23893804848194122,0.011799409985542297,0.014749262481927872,0.017699114978313446,0,0.262536883354187,0.23598819971084595,0.95,0.8453047275543213,0.4808259587020649,0.49852507374631266,0.9823008850216866
17K375,2022,586.222229,576.0891113,252,0.0476190485060215,0.7341269850730896,0.190476194024086,0.003968254197388887,0.01587301678955555,0.007936508394777775,0,0.2936508059501648,0.1785714328289032,0.8730158805847168,0.8009880185127258,0.39285714285714285,0.4007936507936508,0.9920634916052222
17K382,2018,593.2941284,581.9754028,422,0.014218009077012539,0.7630331516265869,0.13507108390331268,0.009478673338890076,0.05450236797332764,0.01895734667778015,0.004739336669445038,0.15639810264110565,0.14454975724220276,0.7962085604667664,0.8009478449821472,0.28199052132701424,0.2890995260663507,0.9810426533222198
17K382,2019,593.1043701,588.333313,360,0.0027777778450399637,0.7555555701255798,0.15555556118488312,0.011111111380159855,0.04444444552063942,0.02500000037252903,0.0055555556900799274,0.20555555820465088,0.16388888657093048,0.8500000238418579,0.8113861083984375,0.3194444444444444,0.3333333333333333,0.974999999627471
